Crop,Block,Tube number,Label code,Date imaged,Field Tech,Date Analyzed,Lab tech,Calibration image,Bad frames?,Deepest roots,# frames with roots,Notes
Miscanthus,4,47,4M3,2010-07-22,AP,2011-04-11,AP,EF2010_T097_L001_2010.07.22_103015_003_AP,yes,,14,85 is blurry
Miscanthus,4,48,4M4,2010-07-22,AP,2011-04-11,AP,EF2010_T097_L001_2010.07.22_103015_003_AP,no,,12,
Switch,0,49,0S2,2010-07-23,AP,2011-09-29,AP,EF2010_T097_L003_2010.07.23_105117_003_AP,yes,,15,10 is blurry
Switch,0,50,0S3,,,,CKB,,,,.,not imaged
Switch,0,51,0S5,2010-07-23,AP,2011-09-29,AP,EF2010_T097_L003_2010.07.23_105117_003_AP,yes,,14,10 is blurry
Switch,0,52,0S6,2010-07-23,AP,2011-10-13,AP,EF2010_T097_L003_2010.07.23_105117_003_AP,no,,16,
Switch,0,53,0S8,2010-07-23,AP,2011-10-13,AP,EF2010_T097_L003_2010.07.23_105117_003_AP,no,,14,
Switch,0,54,0S9,2010-07-23,AP,2011-10-13,AP,EF2010_T097_L003_2010.07.23_105117_003_AP,no,,14,
Switch,0,55,0S12,2010-07-23,AP,2011-10-13,AP,EF2010_T097_L003_2010.07.23_105117_003_AP,no,,17,
Switch,0,56,0S12,,,,CKB,,,,,not imaged
Switch,1,57,1S1,2010-07-23,,2011-05-11,MPD,EF2010_T097_L003_2010.07.23_105117_003_AP,no,85,11,
Switch,1,58,1S2,2010-07-23,,2011-05-11,MPD,EF2010_T097_L003_2010.07.23_105117_003_AP,15 blurry,90,16,
Switch,1,59,1S3,2010-07-23,,2011-05-11,MPD,EF2010_T097_L003_2010.07.23_105117_003_AP,65 blurry,50,9,"delete 9, 13, 17"
Switch,1,60,1S4,2010-07-22,,2011-05-11,MPD,EF2010_T097_L001_2010.07.22_103015_003_AP,no,75,9,
Switch,2,61,2S1,2010-07-23,,2011-05-11,MPD,EF2010_T097_L003_2010.07.23_105117_003_AP,no,60,8,
Switch,2,62,2S2,2010-07-23,,2011-05-11,MPD,EF2010_T097_L003_2010.07.23_105117_003_AP,10 blurry,65,7,
Switch,2,63,2S3,2010-07-23,,2011-05-11,MPD,EF2010_T097_L003_2010.07.23_105117_003_AP,no,90,13,
Switch,2,64,2S4,2010-07-23,,2011-05-11,MPD,EF2010_T097_L003_2010.07.23_105117_003_AP,no,95,17,
Switch,3,65,3S1,,,,,,,,,not imaged
Switch,3,66,3S2,2010-07-22,AP,2010-11-01,AP,EF2010_T097_L001_2010.07.22_103015_003_AP,no,,11,
Switch,3,67,3S3,,,,,,,,,not imaged
Switch,3,68,3S4,,,,,,,,,not imaged
Switch,4,69,4S1,2010-07-23,AP,2011-04-18,AP,EF2010_T097_L003_2010.07.23_105117_003_AP,no,,16,
Switch,4,70,4S2,2010-07-23,AP,2011-10-13,AP,EF2010_T097_L003_2010.07.23_105117_003_AP,no,,12,
Switch,4,71,4S3,2010-07-23,AP,2011-10-24,AP,EF2010_T097_L003_2010.07.23_105117_003_AP,no,,17,
Switch,4,72,4S4,2010-07-23,AP,2011-10-24,AP,EF2010_T097_L003_2010.07.23_105117_003_AP,no,,11,
Prairie,0,73,0P2,2010-07-23,AP,2011-10-24,AP,EF2010_T097_L003_2010.07.23_105117_003_AP,no,,16,
Prairie,0,74,0P3,2010-07-23,AP,2011-10-24,AP,EF2010_T097_L003_2010.07.23_105117_003_AP,no,,13,L1 is a blue screen
Prairie,0,75,0P5,2010-07-23,AP,2011-10-24,AP,EF2010_T097_L003_2010.07.23_105117_003_AP,no,,10,L10 is same as L5
Prairie,0,76,0P6,2010-07-23,AP,2011-10-24,AP,EF2010_T097_L003_2010.07.23_105117_003_AP,no,,10,
Prairie,0,77,0P7,2010-07-23,AP,2011-10-27,AP,EF2010_T097_L003_2010.07.23_105117_003_AP,no,,17,
Prairie,0,78,0P9,2010-07-23,AP,2011-10-27,AP,EF2010_T097_L003_2010.07.23_105117_003_AP,yes,,16,15 is blurry
Prairie,0,79,0P11,2010-07-23,AP,2011-10-27,AP,EF2010_T097_L003_2010.07.23_105117_003_AP,no,,13,
Prairie,0,80,0P12,2010-07-23,AP,2011-10-27,AP,EF2010_T097_L003_2010.07.23_105117_003_AP,yes,,10,45 is blurry
Prairie,1,81,1P1,2010-07-23,,2011-05-11,MPD,EF2010_T097_L003_2010.07.23_105117_003_AP,no,55,5,
Prairie,1,82,1P2,2010-07-23,,2011-05-11,MPD,EF2010_T097_L003_2010.07.23_105117_003_AP,15 blurry,95,15,
Prairie,1,83,1P3,2010-07-23,,2011-05-11,MPD,EF2010_T097_L003_2010.07.23_105117_003_AP,95 blurry,90,16,
Prairie,1,84,1P4,2010-07-22,,2011-05-11,MPD,EF2010_T097_L001_2010.07.22_103015_003_AP,no,95,11,
Prairie,2,85,2P1,2010-07-23,,2011-05-11,MPD,EF2010_T097_L003_2010.07.23_105117_003_AP,no,55,6,
Prairie,2,86,2P2,2010-07-23,,2011-05-11,MPD,EF2010_T097_L003_2010.07.23_105117_003_AP,no,55,8,
Prairie,2,87,2P3,2010-07-23,,2011-05-11,MPD,EF2010_T097_L003_2010.07.23_105117_003_AP,"10, 30 blurry",85,11,
Prairie,2,88,2P4,2010-07-23,,2011-05-11,MPD,EF2010_T097_L003_2010.07.23_105117_003_AP,10 blurry,75,8,
Prairie,3,89,3P1,2010-07-22,AP,2011-03-15,AP,EF2010_T097_L001_2010.07.22_103015_003_AP,no,,10,
Prairie,3,90,3P2,2010-07-22,AP,2011-03-15,AP,EF2010_T097_L001_2010.07.22_103015_003_AP,no,,9,
Prairie,3,91,3P3,2010-07-22,AP,2011-03-15,AP,EF2010_T097_L001_2010.07.22_103015_003_AP,yes,,8,20 is blurry
Prairie,3,92,3P4,2010-07-22,AP,2011-03-15,AP,EF2010_T097_L001_2010.07.22_103015_003_AP,No,,9,
Prairie,4,93,4P1,2010-07-22,AP,2011-04-11,AP,EF2010_T097_L002_2010.07.22_160422_003_AP,yes,,13,25 is blurry
Prairie,4,94,4P2,2010-07-22,AP,2011-04-18,AP,EF2010_T097_L002_2010.07.22_160422_003_AP,no,,15,
Prairie,4,95,4P3,2010-07-22,AP,2011-04-18,AP,EF2010_T097_L002_2010.07.22_160422_003_AP,no,,13,
Prairie,4,96,4P4,2010-07-22,AP,2011-04-18,AP,EF2010_T097_L002_2010.07.22_160422_003_AP,no,,12,
