term,parameter,crop_num,estimate,std.error,conf_2.5,conf_97.5,rhat,ess,conf_25,conf_75,Year,Session,Date,Run_ID,crop_name,prior_mean,prior_sd
b_depth[2],b_depth,2,-1.39973303565951,0.201863182923822,-1.81295971184778,-1.0141589751099,1.00072168923022,9772,-1.53249541370782,-1.26056069225509,2014,2,2014-08-14,_current,Switchgrass,-1,5
b_depth[3],b_depth,3,-0.824061724031774,0.158467607415789,-1.15346444416683,-0.531585203335711,1.00030491723528,10366,-0.926708554592473,-0.714279580993228,2014,2,2014-08-14,_current,Miscanthus,-1,5
b_depth[4],b_depth,4,-1.21075708346123,0.171428277245572,-1.55340994112191,-0.887028318844502,1.00083422862964,11423,-1.32494008398718,-1.09192819159673,2014,2,2014-08-14,_current,Prairie,-1,5
intercept[1],intercept,1,-4.91244671227147,0.191825667009199,-5.28922386260319,-4.52956032043655,1.00072777800814,8417,-5.03895501902309,-4.78643533795791,2014,2,2014-08-14,_current,Maize-Soybean,-6,6
intercept[2],intercept,2,-4.62593971202557,0.133311805786611,-4.88102990744731,-4.35634632409956,1.00002125414134,8354,-4.71509422697857,-4.53853677569003,2014,2,2014-08-14,_current,Switchgrass,-6,6
intercept[3],intercept,3,-5.08780161149614,0.124173816360872,-5.33733610725626,-4.84650262295094,1.00026127838583,7764,-5.16938306966972,-5.00402328639578,2014,2,2014-08-14,_current,Miscanthus,-6,6
intercept[4],intercept,4,-4.84212663635967,0.12060850840142,-5.08011387049595,-4.60632904386616,1.00034556351958,6458,-4.92218987387248,-4.76121161537156,2014,2,2014-08-14,_current,Prairie,-6,6
loc_detect,loc_detect,NA,-5.6778972461345,0.109822411184896,-5.90177746767313,-5.47032391199824,1.00197985984545,4578,-5.75054149233244,-5.60160941056771,2014,2,2014-08-14,_current,NA,-8,10
loc_surface[1],loc_surface,1,18.1558280923781,6.00585743213793,6.58196982295774,30.1324697304418,1.00022028722821,12463,14.1515902582554,22.1918331414637,2014,2,2014-08-14,_current,Maize-Soybean,13,10
loc_surface[2],loc_surface,2,27.5981157535543,2.49699671188059,22.6031507494878,32.4236405337922,1.00030930412257,17183,25.907041376881,29.2841985871859,2014,2,2014-08-14,_current,Switchgrass,13,10
loc_surface[3],loc_surface,3,17.603350320082,3.07265309111247,11.7270381431737,23.770121477371,1.00007541571169,14169,15.5226147957555,19.6260273252141,2014,2,2014-08-14,_current,Miscanthus,13,10
loc_surface[4],loc_surface,4,26.2120333977317,2.3270529929073,21.6458496216184,30.83360278994,1.00044864286333,16322,24.6578773012518,27.77768044552,2014,2,2014-08-14,_current,Prairie,13,10
scale_detect,scale_detect,NA,0.590760285027577,0.0854445959206967,0.440888016481211,0.77236772692086,1.00174383324076,4093,0.530381778784778,0.644493868374024,2014,2,2014-08-14,_current,NA,0,6
scale_surface[1],scale_surface,1,6.79372035801874,2.28267750273339,3.03299025306605,11.9770652042393,1.00014978968082,20000,5.17701864079313,8.14011275925833,2014,2,2014-08-14,_current,Maize-Soybean,6,5
scale_surface[2],scale_surface,2,5.23501135823796,0.655940017851058,4.10012144931936,6.68355882414056,1.00045539088244,8469,4.77732387921341,5.63454738390431,2014,2,2014-08-14,_current,Switchgrass,6,5
scale_surface[3],scale_surface,3,5.25558478358277,1.00167212747815,3.47705200529677,7.41744762804594,1.00001087993202,20000,4.57072835260043,5.86289533492794,2014,2,2014-08-14,_current,Miscanthus,6,5
scale_surface[4],scale_surface,4,5.3920067982717,0.596105596764797,4.33245151320615,6.68872932715734,1.0004683591911,20000,4.97858436996571,5.76944610807239,2014,2,2014-08-14,_current,Prairie,6,5
sig_tube,sig_tube,NA,0.422161000913897,0.0656493230549832,0.305067233020619,0.561055000208012,1.00125265795318,4441,0.375954760706678,0.464079333564008,2014,2,2014-08-14,_current,NA,0,3
sigma[1],sigma,1,1.95169630380994,0.129766459727158,1.71695319861303,2.22216481238001,0.999928920590902,20000,1.86157516816905,2.03575535670158,2014,2,2014-08-14,_current,Maize-Soybean,0,3
sigma[2],sigma,2,1.7639324923927,0.0748678785044246,1.62599362963927,1.91876654123764,0.999901550645631,20000,1.71206394319325,1.81300397958679,2014,2,2014-08-14,_current,Switchgrass,0,3
sigma[3],sigma,3,1.98738953304977,0.0783655536982402,1.8393716446674,2.14832390326494,0.999930204065012,20000,1.93331516473385,2.03817676449116,2014,2,2014-08-14,_current,Miscanthus,0,3
sigma[4],sigma,4,1.25407819870762,0.0532544362421052,1.15477255075814,1.36282379436092,0.999820068922218,20000,1.21733262279109,1.28903562329693,2014,2,2014-08-14,_current,Prairie,0,3
