tube,depth,Species,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,Year,Session,Date
3,76,Prairie,-5.53901576649685,0.00451984106156039,0.532720901403534,-6.60099312339643,-5.88609465478993,-5.53281621959522,-5.18846194177057,-4.48709851512636,13891.6280631319,1.00021256717292,2012,2,2012-06-06
4,76,Maize-Soybean,-6.84367967930917,0.00594841445648826,0.559418581751155,-8.00189762833759,-7.20574632589558,-6.82636158135459,-6.46086743433622,-5.78721205260431,8844.46026029988,0.999834922968535,2012,2,2012-06-06
1,82,Switchgrass,-5.3673306315143,0.00471612446201662,0.529031398710543,-6.4014884450771,-5.71609481523845,-5.37205761608016,-5.02015799697877,-4.32847579824517,12583.2371509508,0.999806088568522,2012,2,2012-06-06
2,82,Miscanthus,-5.80394357445652,0.00459598188065209,0.536112855506308,-6.85944994319479,-6.15512808743435,-5.80490426087346,-5.44886427880064,-4.76350076996824,13606.7945377132,0.999913286754872,2012,2,2012-06-06
3,82,Prairie,-5.61009804088486,0.00451567189140204,0.532938039529303,-6.67199727153323,-5.95767033041028,-5.60463972811102,-5.26030319377435,-4.56016398486981,13928.6390088069,1.00020699858315,2012,2,2012-06-06
4,82,Maize-Soybean,-6.93600871211631,0.00610702179563391,0.562959650148687,-8.09862140639432,-7.30019649555481,-6.91884984333197,-6.54960080428202,-5.88030289853179,8497.58654288004,0.999828634537386,2012,2,2012-06-06
1,89,Switchgrass,-5.47118751355074,0.00471757048579805,0.529940774048931,-6.50702621561883,-5.82014174544512,-5.47725196775027,-5.12506469584239,-4.43626639042053,12618.7947385791,0.999811076805317,2012,2,2012-06-06
2,89,Miscanthus,-5.83682332965112,0.00459281772551677,0.536409788584041,-6.89437953608411,-6.18746818093151,-5.83808382930799,-5.48138569506797,-4.7999104484684,13640.6469586238,0.999919503642604,2012,2,2012-06-06
3,89,Prairie,-5.68672876897541,0.00451599914276043,0.533552169168771,-6.74711281477645,-6.03696757607595,-5.68133862473007,-5.33636648434217,-4.64005151293897,13958.7355038313,1.00020103874814,2012,2,2012-06-06
4,89,Maize-Soybean,-7.03554465224797,0.0062847114986744,0.567244549802659,-8.20017089422139,-7.399994118895,-7.01657117975105,-6.64553053220341,-5.9745111833202,8146.47954585016,0.99982268528135,2012,2,2012-06-06
1,96,Switchgrass,-5.56717713698815,0.00472378489328886,0.531239045959556,-6.60748610160468,-5.91611358012209,-5.57115712151743,-5.21801181497796,-4.52691871437208,12647.3562023156,0.999816098032741,2012,2,2012-06-06
2,96,Miscanthus,-5.86721241179915,0.00459709477708132,0.537142634313207,-6.92859437446153,-6.2179323321135,-5.86785172781452,-5.51299419901068,-4.83060256067759,13652.5046883263,0.999925646280307,2012,2,2012-06-06
3,96,Prairie,-5.75755464578697,0.00452074957510846,0.534469273623125,-6.82182854621073,-6.10993444215186,-5.75159935343215,-5.4063202275114,-4.71005735733736,13977.3417996575,1.00019559243627,2012,2,2012-06-06
4,96,Maize-Soybean,-7.1275406492814,0.00645463912043035,0.571626914677884,-8.30740644711209,-7.49507248764621,-7.1078925331985,-6.73490950528617,-6.05563225902452,7842.98539866206,0.999817946859034,2012,2,2012-06-06
1,103,Switchgrass,-5.65640793375822,0.004733748186522,0.532837451912745,-6.69954792780431,-6.00772559194932,-5.65974122125856,-5.30426415608975,-4.61112657852559,12670.0748948426,0.999821092276668,2012,2,2012-06-06
2,103,Miscanthus,-5.89546173621648,0.00460725890164472,0.53821723790728,-6.96242738576333,-6.24679155385512,-5.8955541331622,-5.54037674409928,-4.85273776184369,13646.7730973365,0.999931668424963,2012,2,2012-06-06
3,103,Prairie,-5.82339352704849,0.00452898601443789,0.535621381504797,-6.88748557421905,-6.17825330246533,-5.81625600482576,-5.47220451218755,-4.7740561781925,13986.6546434749,1.00019060097071,2012,2,2012-06-06
4,103,Maize-Soybean,-7.21305901909043,0.00661713177572323,0.576056026494196,-8.40129803615063,-7.58500399304121,-7.19151335181359,-6.81605449056068,-6.13758063921484,7578.61564415549,0.999814186626998,2012,2,2012-06-06
1,110,Switchgrass,-5.73976941982541,0.00474667785868893,0.534668532299127,-6.7839094310787,-6.09376925066306,-5.74061509627043,-5.38487900367445,-4.68567788881254,12687.8995614198,0.999826018078766,2012,2,2012-06-06
2,110,Miscanthus,-5.92185291223489,0.0046221065805908,0.539561560830726,-6.99205280760557,-6.27366905310312,-5.92144312418137,-5.5641454204068,-4.87540985966032,13627.0576562559,0.999937539931628,2012,2,2012-06-06
3,110,Prairie,-5.88490174149496,0.0045399886762715,0.53695683001447,-6.95181466176151,-6.23992973786568,-5.87797158876657,-5.53430320150469,-4.83184475936168,13988.4373644403,1.00018601378361,2012,2,2012-06-06
4,110,Maize-Soybean,-7.29295226953058,0.00677259513149508,0.580496036436025,-8.48840322764226,-7.66888981534159,-7.27020054299379,-6.89175849574352,-6.20870245611865,7346.63205453718,0.999811222462662,2012,2,2012-06-06
1,116,Switchgrass,-5.80710358265284,0.00475965627986837,0.53638349598698,-6.85747495678182,-6.16328419572588,-5.80690273504108,-5.45062072738959,-4.7477280403225,12699.8803939616,0.999830164039271,2012,2,2012-06-06
2,116,Miscanthus,-5.94317004352738,0.00463784025190917,0.540885803404731,-7.01928852160865,-6.29632059028165,-5.9425445034244,-5.58410648002985,-4.89327378817836,13601.2741484094,0.999942438266776,2012,2,2012-06-06
3,116,Prairie,-5.93458420664948,0.00455119301033883,0.538216981067785,-7.00913386045177,-6.290671853807,-5.9265829712091,-5.58321468082474,-4.87632731112526,13985.0583987393,1.0001823703863,2012,2,2012-06-06
4,116,Maize-Soybean,-7.3574850098612,0.00735169122961194,0.584290906643938,-8.55837746720349,-7.73739383029581,-7.3341026330395,-6.95425056766486,-6.26503676387932,6316.60526485401,0.999809205401889,2012,2,2012-06-06
1,123,Switchgrass,-5.88139094801518,0.00477657918553349,0.538517583560762,-6.93570786497036,-6.23906833865049,-5.8818309586286,-5.52216612507929,-4.82001704279983,12710.5930137039,0.999834895088268,2012,2,2012-06-06
2,123,Miscanthus,-5.96668846945421,0.00465903361991307,0.542591951141118,-7.04914354061946,-6.32023113610913,-5.9653594100107,-5.60688715102881,-4.9106703038902,13562.9763822479,0.999947986262159,2012,2,2012-06-06
3,123,Prairie,-5.98939708745257,0.0045659371979885,0.53979394246253,-7.06813712673686,-6.34645000560007,-5.98041427872131,-5.63628066836246,-4.93040268585748,13976.4265276412,1.00017842246216,2012,2,2012-06-06
4,123,Maize-Soybean,-7.42868166632013,0.00750845359059278,0.588689191206231,-8.63978881212062,-7.81200240840318,-7.40309343255147,-7.02178262992674,-6.33011693656004,6147.111947286,0.999807360029757,2012,2,2012-06-06
1,130,Switchgrass,-5.95156538923791,0.00479504929422189,0.540764105240499,-7.00935622317689,-6.31182139844833,-5.95176489709506,-5.59053435982904,-4.8838238948161,12718.3145084715,0.999839500174393,2012,2,2012-06-06
2,130,Miscanthus,-5.98890479641376,0.0046827011491442,0.544437754032708,-7.07987783072582,-6.34539560593107,-5.98701477492495,-5.62762354316226,-4.92754134726683,13517.7242705731,0.999953349340706,2012,2,2012-06-06
3,130,Prairie,-6.04117525004326,0.00458214004468831,0.541461982893104,-7.12436800363398,-6.3993232626035,-6.03104266217497,-5.68735398842748,-4.98116866639538,13963.658589215,1.00017476865316,2012,2,2012-06-06
4,130,Maize-Soybean,-7.49593651591081,0.00765878054947115,0.593043488546853,-8.71737441851838,-7.88279471388342,-7.47084326205069,-7.08556728120265,-6.3932512137136,5995.89242456034,0.999805971703964,2012,2,2012-06-06
1,1,Switchgrass,-1.61084682023093,0.00888264103990081,1.03516865650614,-3.59169865634331,-2.32119993734867,-1.62915871589971,-0.928195880488706,0.490761420992017,13581.1955767611,1.0001052118559,2012,3,2012-06-20
2,1,Miscanthus,-4.50234853659096,0.0103106469488085,1.02080977162244,-6.40953959830941,-5.21833476072064,-4.52725497780565,-3.82964039444448,-2.39668217249147,9802.070116348,1.00034863701344,2012,3,2012-06-20
3,1,Prairie,-2.00309779818739,0.00709784426916038,0.853230739429895,-3.63622411492137,-2.57777007991404,-2.01997794841378,-1.44640836975442,-0.284182253432042,14450.4061574794,0.999880004080021,2012,3,2012-06-20
4,1,Maize-Soybean,1.6804276471919,0.0160922846613678,1.11541418756105,-0.367193967273198,0.906751339229339,1.63353758613439,2.40526946816093,4.00312090575907,4804.37519196832,1.00053795624582,2012,3,2012-06-20
1,8,Switchgrass,-3.37798118051721,0.00595917879595751,0.710515522695183,-4.73372093311891,-3.86749660302433,-3.38655718933581,-2.90512119411932,-1.94605542842085,14215.8983353751,1.0000244138724,2012,3,2012-06-20
2,8,Miscanthus,-5.11477859607316,0.00648558494532839,0.706132563962334,-6.46677523967657,-5.59769624463439,-5.12309051241153,-4.6471706203524,-3.72026708934071,11854.2525616995,1.00021413997509,2012,3,2012-06-20
3,8,Prairie,-3.71936029233375,0.00499043763213597,0.63500819446078,-4.95200679503347,-4.14400273229291,-3.72833204129993,-3.30186603327318,-2.46182626608467,16191.2878811296,0.999893250541531,2012,3,2012-06-20
4,8,Maize-Soybean,-2.12052032283789,0.00829933340914806,0.724904694040132,-3.46793837029101,-2.62949931097252,-2.14511977839413,-1.65217906139399,-0.61187849143299,7629.13676242577,1.0002733984774,2012,3,2012-06-20
1,15,Switchgrass,-3.91218035802398,0.00524399276644712,0.63545928662444,-5.12965258977164,-4.3482281461077,-3.91977325574395,-3.49177629519637,-2.63049620053968,14684.2339079197,1.00001415607235,2012,3,2012-06-20
2,15,Miscanthus,-5.29991428321062,0.00554570749044583,0.632917883574051,-6.5226362937196,-5.72996398567894,-5.30152546397846,-4.87758718245611,-4.06257024452608,13025.0925106769,1.00013580967401,2012,3,2012-06-20
3,15,Prairie,-4.2381810641794,0.00452173409783578,0.588070965257806,-5.38348755764916,-4.62959111626547,-4.24158751800449,-3.85171919545233,-3.07798307327505,16914.1210852617,0.999902783170752,2012,3,2012-06-20
4,15,Maize-Soybean,-3.26953497897699,0.00613538556131566,0.63555387805123,-4.46034380053417,-3.70427148123765,-3.28960593647796,-2.85229353744365,-1.95876420478231,10730.5263714193,1.0001442754911,2012,3,2012-06-20
1,21,Switchgrass,-4.19811849992307,0.00491810835617559,0.602614438689272,-5.35576086632595,-4.60852281095932,-4.20379762599063,-3.80092037706118,-2.99307947901362,15013.5322273424,1.00001847287834,2012,3,2012-06-20
2,21,Miscanthus,-5.39901094342333,0.00510528007903748,0.600619716513541,-6.56289261776595,-5.8069796907956,-5.39740319432976,-4.99418584959051,-4.22359532545455,13840.7627342921,1.00008641403722,2012,3,2012-06-20
3,21,Prairie,-4.51588768322099,0.00431884203345977,0.568221548303124,-5.62662983866142,-4.89194395924388,-4.51495655322161,-4.14253832556535,-3.38999446555469,17310.147132207,0.999909151441503,2012,3,2012-06-20
4,21,Maize-Soybean,-3.88456235008724,0.0052697549432669,0.5975922605728,-5.01472597351227,-4.29153821177227,-3.89720898144943,-3.49058789742383,-2.66962486616825,12859.6482284355,1.00007445464684,2012,3,2012-06-20
1,28,Switchgrass,-4.44259417518405,0.0046788870204587,0.579475284739769,-5.56127759848332,-4.83326939976015,-4.44768419393857,-4.06045549572699,-3.28837769576121,15338.5645383054,1.00002996214441,2012,3,2012-06-20
2,28,Miscanthus,-5.48373809021356,0.00477557397603831,0.577639178959759,-6.61047482431179,-5.87158095679712,-5.48092489230269,-5.09356472290925,-4.35712353566919,14630.5997769122,1.0000418605895,2012,3,2012-06-20
3,28,Prairie,-4.75332544777985,0.00417690854937256,0.5545739955057,-5.84418664209815,-5.12065164138618,-4.75335251021375,-4.38964985784409,-3.65556973983891,17628.2446410198,0.999915182462808,2012,3,2012-06-20
4,28,Maize-Soybean,-4.41040766354396,0.00467045643510723,0.572001525427669,-5.50516533820952,-4.79676860894519,-4.41915458000901,-4.03494728586153,-3.26479229301304,14999.4634161139,1.00002214332192,2012,3,2012-06-20
1,35,Switchgrass,-4.6322242411897,0.00452230777075545,0.565051045160333,-5.73216327539155,-5.00969699612723,-4.63736591594294,-4.25893374713738,-3.50679338688479,15611.8774785145,1.00004463666294,2012,3,2012-06-20
2,35,Miscanthus,-5.54945757098051,0.00456152453795749,0.563116195762012,-6.65631779134078,-5.92469352277218,-5.54643624230815,-5.17177103676839,-4.45215006079377,15239.6855369018,1.00000727623588,2012,3,2012-06-20
3,35,Prairie,-4.93749648613557,0.00408892622501859,0.546256735596234,-6.02022974809478,-5.2977041511584,-4.93661841777862,-4.57856207806913,-3.85921508031759,17847.4042427357,0.999920129260377,2012,3,2012-06-20
4,35,Maize-Soybean,-4.81828497646318,0.00423311454261055,0.557115058454165,-5.89523205169153,-5.18948170946781,-4.82619322654894,-4.453577391524,-3.71367194686628,17320.872086179,0.999990845121573,2012,3,2012-06-20
1,42,Switchgrass,-4.78716328668516,0.00441527496900246,0.555739879074816,-5.87261714996809,-5.1585350313542,-4.7898819136922,-4.42125330051718,-3.67781379287336,15842.6422040886,1.00006057084516,2012,3,2012-06-20
2,42,Miscanthus,-5.60315429658406,0.00441379551778147,0.553570234355866,-6.69141189161758,-5.97174222283656,-5.59869057493462,-5.2329663421573,-4.53034757732067,15729.7217853419,0.999980006801359,2012,3,2012-06-20
3,42,Prairie,-5.08797518126978,0.00403237561413073,0.541004554558727,-6.16280906833533,-5.44471180219134,-5.08781135177652,-4.73207602328391,-4.02640645038856,18000.3058029028,0.999924270431011,2012,3,2012-06-20
4,42,Maize-Soybean,-5.15154500676383,0.00410696511924776,0.548451572160256,-6.22549159611329,-5.51155066174415,-5.15471553741027,-4.79102319519722,-4.06798058000586,17833.4160929907,0.999973756802898,2012,3,2012-06-20
1,49,Switchgrass,-4.91816238308879,0.004340573821596,0.54969572748455,-5.99637076515591,-5.28466152499036,-4.92228032445619,-4.55533331977725,-3.82127938882186,16038.0081272095,1.00007677192938,2012,3,2012-06-20
2,49,Miscanthus,-5.64855423119322,0.00430991627550972,0.54721610188717,-6.73312919348823,-6.01193420638283,-5.64401216427111,-5.28007931628284,-4.58652743306616,16120.5579395334,0.999958287016961,2012,3,2012-06-20
3,49,Prairie,-5.21520310517716,0.00399721758090438,0.537680145696991,-6.28438089164001,-5.56972184260569,-5.21284534626778,-4.86290491834339,-4.15577434835726,18093.9098574191,0.999927791275903,2012,3,2012-06-20
4,49,Maize-Soybean,-5.43331234757343,0.00404965435152438,0.543706356638004,-6.50604237458505,-5.78957997008909,-5.43371344490188,-5.07424501190939,-4.35834604076265,18025.7319119476,0.999966413504671,2012,3,2012-06-20
1,55,Switchgrass,-5.01632661987902,0.00429457562879372,0.546301254759028,-6.09100129442982,-5.38013815446796,-5.02115031030632,-4.65701656229465,-3.92988818331933,16181.6903235227,1.00009046095379,2012,3,2012-06-20
2,55,Miscanthus,-5.68257469433826,0.0042456246587674,0.543522005625002,-6.76082211260553,-6.04387935318858,-5.67895240717761,-5.31763275101585,-4.62840067471617,16388.947730629,0.9999431337283,2012,3,2012-06-20
3,55,Prairie,-5.31054141201777,0.00397871511868907,0.535871974826533,-6.37817941349655,-5.66379445931474,-5.3068685387503,-4.96011354826829,-4.25740792347554,18139.9631793537,0.999930414994167,2012,3,2012-06-20
4,55,Maize-Soybean,-5.64445484185262,0.00403768366215237,0.541741710181472,-6.71211121448089,-5.99807818623456,-5.64350569541815,-5.28488082686219,-4.58225773262743,18001.9672678031,0.999965551375187,2012,3,2012-06-20
1,62,Switchgrass,-5.1181351162224,0.00425623475502871,0.54382977332603,-6.1866514924076,-5.47878626830057,-5.12155847798396,-4.76037371489012,-4.03765455251818,16325.8128423238,1.00010594032331,2012,3,2012-06-20
2,62,Miscanthus,-5.71785813677061,0.00419185235452734,0.5406794245106,-6.79096547267129,-6.0749381917917,-5.71405076534535,-5.35348758393931,-4.6700284081291,16636.7208926119,0.9999286742606,2012,3,2012-06-20
3,62,Prairie,-5.40941906828794,0.00396609268641059,0.53462200013562,-6.47589446716942,-5.76091181791873,-5.40523804921617,-5.05975299658415,-4.36325466272942,18170.5441853212,0.99993310166196,2012,3,2012-06-20
4,62,Maize-Soybean,-5.86343581251605,0.00405362676698122,0.541162710805107,-6.93475530894653,-6.21717152302776,-5.86301472865688,-5.50467277402413,-4.80619700653186,17822.4829993467,0.999968986616286,2012,3,2012-06-20
1,69,Switchgrass,-5.20904130630485,0.0042302678893305,0.542537470059515,-6.27341511660298,-5.56894847834233,-5.21256082589897,-4.85418375061009,-4.12817234472362,16448.4028583058,1.00012074425059,2012,3,2012-06-20
2,69,Miscanthus,-5.749363202062,0.00415535656977988,0.539004887888612,-6.81841735237037,-6.10670579155459,-5.74548009235873,-5.38638421062016,-4.70354862559871,16825.532364552,0.999917011595851,2012,3,2012-06-20
3,69,Prairie,-5.49770827143544,0.00396064124846807,0.534047605377853,-6.56405906972607,-5.84850681130166,-5.49375829095394,-5.14862595029036,-4.45198039270031,18181.4674099369,0.999935454934805,2012,3,2012-06-20
4,69,Maize-Soybean,-6.05896689743087,0.00417060148629802,0.541904839063415,-7.14007475376676,-6.41325543784973,-6.05735466347994,-5.69882090868378,-5.00344622496961,16882.9630895832,0.999975758767799,2012,3,2012-06-20
1,76,Switchgrass,-5.29115595009232,0.00421364461924787,0.542117339088442,-6.35349137210749,-5.64985269738741,-5.29516559513182,-4.93623369063798,-4.21429461816069,16552.7740759138,1.00013480172192,2012,3,2012-06-20
2,76,Miscanthus,-5.77782140949054,0.00413198488613711,0.538199455624668,-6.84428076367849,-6.13393257004756,-5.77281237878128,-5.41618195768304,-4.72846965774845,16965.5936061678,0.999907602450088,2012,3,2012-06-20
3,76,Prairie,-5.57745901734351,0.0039614696542556,0.533969586433336,-6.64227261047632,-5.92804337840178,-5.57356652649725,-5.2293947188692,-4.53180693156794,18168.5544948122,0.999937531547659,2012,3,2012-06-20
4,76,Maize-Soybean,-6.23558815251365,0.00426158440376348,0.543592473163228,-7.32513713225895,-6.58874791894689,-6.23210097750476,-5.87360554648478,-5.18334475063198,16270.6416655411,0.99998478359481,2012,3,2012-06-20
1,82,Switchgrass,-5.3557296851201,0.0042051811999118,0.542286378557599,-6.41792078100643,-5.71298650149428,-5.35970333960338,-5.00210315436807,-4.27830461620143,16629.8358791812,1.00014624088339,2012,3,2012-06-20
2,82,Miscanthus,-5.80020052070744,0.00412011079276394,0.538039719970057,-6.8654847374997,-6.15606918818056,-5.79516427597453,-5.43932627324791,-4.74918020984121,17053.3963768069,0.999901009015541,2012,3,2012-06-20
3,82,Prairie,-5.6401738182244,0.00396527724688049,0.534202311266734,-6.70480825402867,-5.99037057049131,-5.63584533028689,-5.29042834957667,-4.59090572699862,18149.4893105051,0.999939125181049,2012,3,2012-06-20
4,82,Maize-Soybean,-6.37448048157874,0.00435114438625368,0.545592033881393,-7.47075528388707,-6.72867233173986,-6.36899836871577,-6.01081935657429,-5.32083084250286,15722.7696354842,0.999993723198903,2012,3,2012-06-20
1,89,Switchgrass,-5.42534383820268,0.00420063374832654,0.542960689370224,-6.49096399608403,-5.78330564952514,-5.42953154723192,-5.07248656687293,-4.34667961149213,16707.3334601071,1.00015888222543,2012,3,2012-06-20
2,89,Miscanthus,-5.8243264733635,0.00411378854576469,0.538335140611013,-6.8870746990906,-6.17975850121875,-5.81936893825467,-5.46295466953188,-4.7708922846013,17124.6431658507,0.999894735855183,2012,3,2012-06-20
3,89,Prairie,-5.70778393473985,0.00397248495702466,0.534742817482589,-6.77279833087088,-6.05785387863791,-5.70438229931833,-5.35649486190885,-4.65649100040554,18120.300572979,0.999940798685628,2012,3,2012-06-20
4,89,Maize-Soybean,-6.52421429910336,0.00446427529143358,0.548402832726644,-7.63139807880055,-6.87856191804777,-6.51688943646338,-6.15595266980607,-5.47115680934173,15090.2850475768,1.00000506269579,2012,3,2012-06-20
1,96,Switchgrass,-5.4896846523046,0.00420066638531225,0.544036328643503,-6.55909898252766,-5.84938104434983,-5.49358416896502,-5.13726590950565,-4.40717639585066,16773.3349433906,1.00017078931054,2012,3,2012-06-20
2,96,Miscanthus,-5.84662486192587,0.00411394899803691,0.539038960957271,-6.91020620617725,-6.20317928458552,-5.84322912706655,-5.48374781056399,-4.79290802511248,17168.1107565711,0.999889734400998,2012,3,2012-06-20
3,96,Prairie,-5.77027251997004,0.00398199478524591,0.535508823371532,-6.8394543312665,-6.12045512480966,-5.76687560315212,-5.41598646489345,-4.71772560149099,18085.5569681161,0.999942299820623,2012,3,2012-06-20
4,96,Maize-Soybean,-6.66260563608755,0.00458305730375856,0.55159640711142,-7.77464616164786,-7.0202534709432,-6.65595457654186,-6.29264270194653,-5.60104969321595,14485.4597097354,1.00001699722999,2012,3,2012-06-20
1,103,Switchgrass,-5.54949509745019,0.00420434625230094,0.545423724971355,-6.62445991999721,-5.90957363785484,-5.55348562795501,-5.1959547698605,-4.46560174255198,16829.4955719739,1.0001819970386,2012,3,2012-06-20
2,103,Miscanthus,-5.86735317512116,0.0041192709820339,0.540062938723684,-6.93575593500949,-6.22492969046755,-5.86314878686008,-5.50469185596142,-4.80890746187496,17188.8976466202,0.999885786847241,2012,3,2012-06-20
3,103,Prairie,-5.82836115548554,0.00399327140206144,0.536449474279725,-6.90034099040989,-6.17874234514118,-5.824297415488,-5.47236163862502,-4.77501508776583,18046.7911385779,0.999943652430455,2012,3,2012-06-20
4,103,Maize-Soybean,-6.79125255460816,0.00470480024201743,0.555069508391964,-7.90936420429991,-7.15199869837774,-6.7827083494211,-6.41826132995942,-5.72970308295858,13919.1387601089,1.00002923442511,2012,3,2012-06-20
1,110,Switchgrass,-5.60537140664111,0.00421095300997382,0.547054638007483,-6.68266892352585,-5.96679892535387,-5.60942240452053,-5.24989793952027,-4.51982853195923,16877.2086091734,1.00019254514177,2012,3,2012-06-20
2,110,Miscanthus,-5.886718047499,0.0041287291223343,0.541339600139573,-6.95648582779103,-6.24448161649557,-5.88216473848908,-5.52365635395331,-4.82486503421618,17191.224602691,0.999882717174932,2012,3,2012-06-20
3,110,Prairie,-5.88262891006655,0.00400590939306997,0.537526199217676,-6.95914361685185,-6.23292546564089,-5.87917516658936,-5.52519445180604,-4.82569988345087,18005.1618412252,0.999944876151945,2012,3,2012-06-20
4,110,Maize-Soybean,-6.91143749852922,0.00482764779660572,0.558745074637839,-8.04036954227959,-7.2740494172683,-6.90119514256959,-6.53488587805037,-5.84812677002506,13395.4176498578,1.00004156595288,2012,3,2012-06-20
1,116,Switchgrass,-5.65050477312433,0.00421851468919563,0.54860609663341,-6.72992944684204,-6.01205915544115,-5.65381506018368,-5.29296100820116,-4.561657173649,16912.2787376061,1.00020109275419,2012,3,2012-06-20
2,116,Miscanthus,-5.90235977284889,0.00413951259229343,0.542595012460868,-6.97918193330854,-6.26135589755925,-5.89648056788064,-5.5400076111839,-4.83777172976755,17181.1875539462,0.999880675360891,2012,3,2012-06-20
3,116,Prairie,-5.92646298735606,0.00401758752160456,0.538534720011608,-7.00776846357252,-6.27701477660781,-5.92249457955793,-5.56725382079474,-4.86784937548688,17967.8752292557,0.999945834923795,2012,3,2012-06-20
4,116,Maize-Soybean,-7.00851533345244,0.00493284448668612,0.562012194514859,-8.14787330287051,-7.3724755250046,-6.99662544638947,-6.62944950776304,-5.94039649237466,12980.6556700736,1.00005209769542,2012,3,2012-06-20
1,123,Switchgrass,-5.70029879662122,0.00422915066471948,0.550558222400285,-6.78498917067293,-6.06268044631194,-5.70328615291851,-5.34171301579869,-4.60805778208767,16947.2872852715,1.00021052556762,2012,3,2012-06-20
2,123,Miscanthus,-5.91961672707794,0.00415464116343336,0.54421074498797,-6.99875899796539,-6.27961056257404,-5.91405736338309,-5.55703660265329,-4.84982579804732,17158.0206121979,0.999878875462765,2012,3,2012-06-20
3,123,Prairie,-5.97482355171433,0.00403198098255606,0.539790412750983,-7.06170092962123,-6.32759227503402,-5.97091016224489,-5.61576775497145,-4.91308020470507,17923.1105471645,0.999946860592139,2012,3,2012-06-20
4,123,Maize-Soybean,-7.11561782479862,0.00505466261379264,0.565919955314511,-8.26511338759658,-7.4827785650492,-7.10361629445542,-6.73360742886877,-6.04407035598126,12535.0384580129,1.00006424628193,2012,3,2012-06-20
1,130,Switchgrass,-5.74733597122126,0.00424139185994231,0.552631631969926,-6.8342210257578,-6.11115540843377,-5.75096384761224,-5.38551968023557,-4.65530509193745,16976.75505047,1.0002194155989,2012,3,2012-06-20
2,130,Miscanthus,-5.9359182490706,0.00417201374744382,0.545957423984116,-7.02349495195052,-6.29814194307605,-5.93100156563702,-5.57171889997766,-4.86427421252068,17124.8229553486,0.999877608358896,2012,3,2012-06-20
3,130,Prairie,-6.02050663072117,0.00404701721372142,0.541113489998545,-7.11167980471451,-6.3739048988161,-6.01612740907098,-5.6606628774859,-4.9575019767294,17877.4930897653,0.999947797433759,2012,3,2012-06-20
4,130,Maize-Soybean,-7.21679058071911,0.00517491235776973,0.569897865363405,-8.36918517363001,-7.58610091310869,-7.20430721051917,-6.8305351317878,-6.13638639631293,12127.968563001,1.00007617475919,2012,3,2012-06-20
1,1,Switchgrass,-0.733623075848069,0.0149721171356848,1.59738518614458,-3.86484160619898,-1.80494787870147,-0.739800700337757,0.341878187112768,2.41157379319483,11382.8987460895,1.00014929901656,2012,4,2012-08-05
2,1,Miscanthus,-5.03432198346514,0.0141141576475818,1.46219460278143,-7.66139815159233,-6.07566627918322,-5.11187342133273,-4.09106807690827,-1.9573104261576,10732.488334521,1.00070636115513,2012,4,2012-08-05
3,1,Prairie,-4.23529255034449,0.00919090745094611,1.07690393755034,-6.28460058457045,-4.96875191624345,-4.25535989838008,-3.54214689258611,-2.04277783666997,13728.9443279077,1.00007779450553,2012,4,2012-08-05
4,1,Maize-Soybean,-6.47319235576249,0.0138582176326151,1.38843892099052,-9.03357472964068,-7.4455145053457,-6.53309589860554,-5.56973723723425,-3.59116191476635,10037.806146232,1.00030647789109,2012,4,2012-08-05
1,8,Switchgrass,-2.67123887751358,0.00920313359530489,1.00599374071469,-4.62467155267114,-3.35287928409014,-2.68765317020777,-2.00023810635523,-0.661072029177821,11948.6572721152,1.00010142264429,2012,4,2012-08-05
2,8,Miscanthus,-5.41996570616595,0.00878871581031847,0.942890513617036,-7.17836152286491,-6.07251419475453,-5.45213606614389,-4.806432104686,-3.48001155824189,11509.9036926819,1.00049091362122,2012,4,2012-08-05
3,8,Prairie,-4.76396990237336,0.00655634321120562,0.777050982003683,-6.27636207850305,-5.28625734502455,-4.76813661728826,-4.25570140441404,-3.20531449918039,14046.7439954828,1.00010527681525,2012,4,2012-08-05
4,8,Maize-Soybean,-5.75588195253879,0.00855351157595355,0.90540307939049,-7.46980022087228,-6.37677445823369,-5.77299546983291,-5.1650548495223,-3.91870168812136,11204.566010714,1.00027082653738,2012,4,2012-08-05
1,15,Switchgrass,-3.25697406032455,0.00767387043634063,0.856427932254699,-4.91461993059886,-3.82874458488678,-3.27593350431967,-2.6924169330931,-1.52061887033121,12455.2578213979,1.00008069624537,2012,4,2012-08-05
2,15,Miscanthus,-5.53654459462356,0.00739870022212269,0.815421483655373,-7.0882144122281,-6.08986556567724,-5.55408744233777,-5.00867991015791,-3.87018410108044,12146.5638320558,1.00034547360441,2012,4,2012-08-05
3,15,Prairie,-4.92378740859542,0.00601774057463828,0.711934082225132,-6.32435293922567,-5.39826055475039,-4.92585546602878,-4.45482977713228,-3.50207566226181,13996.2807680269,1.00010398722688,2012,4,2012-08-05
4,15,Maize-Soybean,-5.53904126626688,0.00721279521608175,0.789223021365815,-7.04707412768143,-6.06978419618797,-5.54520189465021,-5.01452260802842,-3.94769794216288,11972.7051135422,1.0002181803336,2012,4,2012-08-05
1,21,Switchgrass,-3.57049762395035,0.00694207883254261,0.787409663343895,-5.08343381800402,-4.09239796154211,-3.58675572264069,-3.05125431980981,-1.96438120861446,12865.3734838117,1.00007046349584,2012,4,2012-08-05
