date,tube,location,bottom of tape,top of soil,bottom of light,22 cm mark,visible number/label?,Notes
2012-08-31,59,1,NA,NA,100,NA,No,
2012-08-31,59,5,NA,NA,100,NA,Yes,
2012-08-31,60,1,80,NA,100,NA,Yes,
2012-08-31,61,1,75,50,50,NA,Yes,
2012-08-31,61,5,NA,0,15,NA,No,
2012-08-31,63,1,70,NA,100,60,Yes,
2012-08-31,64,1,100,NA,70,45,Yes,
2012-08-31,64,5,100,NA,70,45,Yes,
2012-08-30,65,1,100,NA,80,NA,Yes,
2012-08-30,66,1,100,NA,85,30,Yes,
2012-08-30,67,1,100,NA,15,60,Yes,
2012-08-30,67,5,100,NA,40,80,Yes,
2012-08-30,68,1,100,NA,85,100,Yes,
2012-08-30,68,5,100,NA,85,NA,No,
2012-08-30,69,1,25,20,40,NA,Yes,
2012-08-30,70,1,100,NA,90,NA,Yes,
2012-08-30,71,1,100,NA,45,NA,Yes,
2012-08-30,72,1,100,NA,60,95,Yes,
2012-08-29,73,1,100,NA,100,NA,No,
2012-08-29,73,5,100,NA,95,NA,No,
2012-08-29,74,1,100,NA,75,25,Yes,
2012-08-29,75,1,85,60,60,55,No,
2012-08-29,76,1,100,NA,75,35,No,
2012-08-29,77,1,40,35,35,10,Yes,
2012-08-29,78,1,100,NA,70,30,Yes,
2012-08-29,79,1,100,NA,100,NA,No,
2012-08-29,79,5,NA,NA,100,NA,No,
2012-08-29,80,1,100,NA,NA,80,No,
2012-08-29,80,5,45,40,50,0,Yes,
2012-08-31,81,1,100,NA,85,0,Yes,
2012-08-31,81,5,10,NA,100,NA,No,
2012-08-31,82,1,15,NA,100,NA,Yes,
2012-08-31,83,1,75,NA,100,NA,Yes,
2012-08-31,83,5,NA,NA,100,NA,No,
2012-08-31,84,1,60,NA,100,NA,Yes,
2012-08-31,84,5,60,NA,100,NA,Yes,
2012-08-30,85,1,70,NA,100,NA,Yes,
2012-08-30,86,1,70,NA,100,NA,No,
2012-08-30,87,1,100,NA,25,NA,Yes,
2012-08-30,87,5,25,20,30,NA,Yes,
2012-08-30,88,1,100,NA,50,NA,Yes,
2012-08-30,89,1,35,0,100,NA,Yes,
2012-08-30,90,1,NA,50,90,NA,Yes,
2012-08-30,91,1,100,NA,40,25,Yes,
2012-08-30,92,1,100,NA,70,NA,Yes,
2012-08-30,93,1,80,NA,100,NA,Yes,
2012-08-30,93,5,NA,NA,100,NA,No,
2012-08-30,94,1,100,NA,75,80,Yes,
2012-08-30,95,1,100,NA,100,15,Yes,
2012-08-30,96,1,95,NA,100,NA,Yes,
2012-08-30,96,5,50,NA,100,NA,No,
2012-08-30,96,10,NA,0,100,NA,No,
2012-10-26,25,1,NA,NA,100,NA,Yes,
2012-10-26,26,1,100,NA,95,NA,Yes,
2012-10-26,28,1,100,NA,80,35,Yes,
2012-10-26,29,1,NA,0,NA,NA,No,
2012-10-26,30,1,100,NA,85,95,Yes,
2012-10-26,31,1,100,NA,65,65,No,
2012-10-26,32,1,100,NA,75,NA,Yes,
2012-10-25,33,1,100,NA,65,NA,Yes,
2012-10-25,34,1,80,NA,100,NA,Yes,
2012-10-25,35,1,40,NA,100,35,Yes,
2012-10-25,36,1,100,NA,25,NA,Yes,
2012-10-25,37,1,100,NA,100,NA,Yes,
2012-10-25,38,1,NA,0,100,NA,Yes,
2012-10-25,39,1,100,NA,100,NA,Yes,
2012-10-25,39,5,100,NA,NA,NA,No,
2012-10-25,39,10,100,0,70,NA,No,
2012-10-25,40,1,100,NA,85,15,Yes,
2012-10-25,41,1,100,NA,NA,5,Yes,
2012-10-25,41,5,NA,0,100,NA,No,
2012-10-22,42,1,100,NA,75,45,Yes,
2012-10-22,43,1,100,NA,85,40,Yes,
2012-10-22,44,1,NA,35,100,NA,Yes,
2012-10-25,45,1,100,NA,85,40,Yes,
2012-10-25,46,1,100,NA,65,40,Yes,
2012-10-25,47,1,100,NA,15,NA,Yes,
2012-10-25,48,1,100,NA,90,NA,Yes,
2012-10-26,49,1,100,NA,45,40,Yes,
2012-10-26,50,1,55,50,40,40,Yes,
2012-10-26,51,1,100,NA,80,30,No,
2012-10-26,51,5,100,NA,NA,NA,No,
2012-10-26,52,1,100,NA,NA,10,Yes,
2012-10-26,52,5,NA,NA,100,NA,No,
2012-10-26,52,10,NA,85,100,NA,No,BLURY
2012-10-26,53,1,65,50,40,20,Yes,
2012-10-26,54,1,100,NA,70,45,No,
2012-10-26,55,1,100,NA,45,45,Yes,
2012-10-26,56,1,100,NA,95,35,Yes,
2012-10-25,57,1,100,NA,60,NA,Yes,
2012-10-25,58,1,70,60,60,NA,Yes,
2012-10-25,59,1,NA,NA,100,NA,Yes,
2012-10-25,59,5,NA,NA,100,NA,Yes,
2012-10-25,60,1,85,NA,70,NA,Yes,
2012-10-25,61,1,80,80,75,5,Yes,
2012-10-25,63,1,100,NA,100,30,Yes,
2012-10-25,64,1,100,NA,85,0,Yes,
2012-10-25,65,1,100,NA,50,NA,Yes,
2012-10-25,66,1,100,NA,90,15,Yes,
2012-10-25,67,1,100,NA,35,0,Yes,
2012-10-25,67,5,20,25,75,NA,No,
2012-10-25,68,1,100,NA,90,30,Yes,
2012-10-25,68,5,100,NA,75,NA,No,
2012-10-25,69,1,35,15,NA,NA,Yes,
2012-10-25,70,1,60,50,100,NA,Yes,
2012-10-25,71,1,100,NA,100,NA,Yes,
2012-10-25,72,1,100,NA,40,90,Yes,
2012-10-25,73,1,90,NA,100,NA,No,
2012-10-25,74,1,100,NA,75,45,Yes,
2012-10-25,75,1,85,45,40,50,No,
2012-10-26,76,1,100,NA,70,40,No,
2012-10-26,77,1,50,50,45,50,Yes,
2012-10-26,78,1,100,NA,60,45,Yes,
2012-10-26,79,1,50,50,45,NA,No,
2012-10-26,79,5,NA,0,55,NA,No,
2012-10-26,80,1,100,NA,NA,70,No,
2012-10-25,81,1,100,NA,100,NA,Yes,
2012-10-25,82,1,100,NA,85,NA,Yes,
2012-10-25,83,1,100,NA,100,NA,Yes,
2012-10-25,83,5,NA,0,90,NA,No,
2012-10-25,84,1,65,NA,100,NA,Yes,
2012-10-25,84,5,65,NA,100,NA,Yes,
2012-10-25,85,1,30,20,25,NA,Yes,
2012-10-25,86,1,5,10,40,NA,Yes,
2012-10-25,87,1,NA,NA,NA,NA,No,Blank Image (Blue screen)
2012-10-25,88,1,100,NA,40,NA,Yes,
2012-10-22,89,1,70,25,55,NA,Yes,
2012-10-22,90,1,55,45,45,NA,Yes,
2012-10-22,91,1,100,NA,60,40,Yes,
2012-10-22,92,1,95,95,100,NA,Yes,
2012-10-25,93,1,75,NA,100,NA,Yes,
2012-10-25,93,5,NA,0,55,NA,No,
2012-10-25,94,1,100,NA,100,80,Yes,
2012-10-25,95,1,NA,0,100,NA,No,
2012-10-25,96,1,100,NA,100,NA,Yes,
2012-10-25,96,5,100,NA,100,NA,No,
2012-10-25,96,10,NA,NA,100,NA,No,
