date,tube,location,bottom of tape,top of soil,bottom of light,22 cm mark,visible number/label?,Notes
2009-06-05,18,6,100,NA,60,NA,No,
2009-06-05,18,7,100,NA,60,NA,No,
2009-06-05,18,8,15,5,10,NA,No,
2009-06-05,19,1,100,NA,80,55,Yes,
2009-06-05,19,2,15,10,15,NA,Yes,
2009-06-05,20,1,100,NA,85,50,Yes,
2009-06-05,20,2,45,40,90,NA,Yes,
2009-06-05,21,1,100,NA,85,50,Yes,
2009-06-05,21,2,10,5,10,NA,No,
2009-06-05,22,1,100,NA,60,35,Yes,
2009-06-05,22,2,5,0,5,NA,No,
2009-06-05,23,1,100,NA,75,50,No,
2009-06-05,23,2,100,NA,10,NA,Yes,
2009-06-05,23,3,5,5,5,NA,No,
2009-06-05,24,1,100,NA,55,50,Yes,
2009-06-05,24,2,65,65,65,NA,No,
2009-06-27,9,1,100,NA,70,NA,Yes,
2009-06-27,9,2,100,NA,25,NA,No,
2009-06-27,19,1,100,NA,80,55,Yes,
2009-06-27,19,2,35,30,35,NA,Yes,
2009-06-27,20,1,100,NA,80,60,Yes,
2009-06-27,20,2,50,50,50,NA,Yes,
2009-06-25,26,1,100,NA,80,60,Yes,
2009-06-25,27,1,95,NA,100,35,Yes,
2009-06-25,28,1,100,NA,80,40,Yes,
2009-06-25,29,1,100,NA,75,50,Yes,
2009-06-25,30,1,100,NA,100,55,Yes,
2009-06-25,31,1,100,NA,65,NA,Yes,
2009-06-25,32,1,100,NA,85,60,Yes,
2009-06-25,33,1,100,NA,70,NA,Yes,
2009-06-25,34,1,100,NA,85,NA,Yes,
2009-06-25,35,1,100,NA,75,NA,Yes,
2009-06-25,36,1,40,NA,100,NA,Yes,
2009-06-25,37,1,100,NA,90,NA,Yes,
2009-06-25,38,1,100,NA,30,NA,Yes,
2009-06-25,39,1,100,NA,80,NA,Yes,
2009-06-25,39,11,100,NA,25,NA,No,
2009-06-25,39,12,55,20,35,NA,No,
2009-06-25,40,1,100,NA,85,70,Yes,
2009-06-25,42,1,100,NA,70,30,Yes,
2009-06-25,43,1,100,NA,70,50,Yes,
2009-06-25,44,1,100,70,95,30,Yes,
2009-06-25,45,1,100,NA,60,50,Yes,
2009-06-25,46,1,100,NA,50,45,Yes,
2009-06-25,49,1,100,NA,80,55,Yes,
2009-06-27,50,1,100,NA,85,45,Yes,
2009-06-27,51,1,100,NA,95,50,Yes,
2009-06-27,52,1,100,NA,30,55,Yes,
2009-06-27,52,5,NA,80,100,NA,No,
2009-06-27,54,1,100,NA,45,NA,Yes,
2009-06-27,55,1,100,NA,85,50,Yes,
2009-06-27,58,1,55,NA,95,NA,Yes,
2009-06-27,59,1,100,NA,45,NA,Yes,
2009-06-27,60,1,50,50,65,NA,Yes,
2009-06-27,61,1,100,NA,65,45,Yes,
2009-06-27,62,1,100,NA,70,35,Yes,
2009-06-27,63,1,100,NA,95,65,Yes,
2009-06-27,64,1,100,NA,55,55,Yes,
2009-06-27,66,1,100,NA,85,50,Yes,
2009-06-27,67,1,90,85,40,0,Yes,
2009-06-27,68,1,100,NA,65,50,Yes,
2009-06-27,68,5,55,NA,100,NA,No,
2009-06-27,70,1,100,NA,65,NA,Yes,
2009-06-27,71,1,100,NA,75,NA,Yes,
2009-06-27,72,1,100,NA,70,NA,Yes,
2009-06-17,77,1,100,NA,60,50,Yes,
2009-06-17,78,1,100,NA,80,55,Yes,
2009-06-17,79,1,55,55,50,NA,Yes,
2009-06-17,80,1,100,NA,80,45,Yes,
2009-06-17,87,1,100,NA,65,NA,Yes,
2009-06-17,88,1,100,NA,60,NA,Yes,
2009-06-17,89,1,100,NA,85,NA,Yes,
2009-06-17,89,5,NA,0,75,NA,No,
2009-06-17,90,1,100,NA,70,NA,Yes,
2009-06-17,91,1,100,NA,35,NA,Yes,
2009-06-17,93,1,100,NA,100,NA,Yes,
2009-06-17,94,1,100,NA,100,45,Yes,
2009-06-17,95,1,100,NA,75,55,Yes,
2009-06-17,96,1,100,NA,85,NA,Yes,
2009-06-17,96,5,NA,40,100,NA,No,
2009-07-24,1,1,100,NA,85,50,Yes,
2009-07-24,2,1,100,NA,80,50,Yes,
2009-07-24,2,5,100,NA,80,NA,No,
2009-07-24,2,10,100,NA,75,NA,No,
2009-07-24,3,1,100,NA,55,50,Yes,
2009-07-24,4,1,100,NA,45,45,Yes,
2009-07-24,4,5,NA,0,35,NA,No,
2009-07-24,5,1,100,NA,50,55,Yes,
2009-07-24,6,1,100,NA,70,50,Yes,
2009-07-24,7,1,100,NA,65,65,Yes,
2009-07-24,7,2,100,NA,65,65,Yes,
2009-07-24,8,1,100,NA,65,50,Yes,
2009-07-24,10,1,100,NA,60,NA,No,
2009-07-28,11,1,100,NA,30,45,Yes,Foggy image
2009-07-28,12,1,100,NA,50,50,Yes,
2009-07-24,13,1,100,NA,70,NA,Yes,
2009-07-24,14,1,100,NA,85,NA,Yes,
2009-07-24,16,1,100,NA,75,60,Yes,
2009-07-24,17,1,100,NA,60,45,Yes,
2009-07-24,17,5,100,NA,90,NA,No,
2009-07-24,18,1,100,NA,55,50,Yes,
2009-07-24,18,5,100,NA,95,NA,No,
2009-07-24,19,1,100,NA,85,65,Yes,
2009-07-24,20,1,100,NA,80,60,Yes,
2009-07-24,21,1,100,NA,65,45,Yes,
2009-07-24,22,1,100,NA,60,40,Yes,
2009-07-24,24,1,100,NA,90,55,Yes,
2009-08-26,25,1,100,NA,90,40,Yes,
2009-08-26,26,1,100,NA,65,45,Yes,
2009-08-26,27,1,100,NA,85,50,Yes,
2009-08-26,28,1,100,NA,65,55,Yes,
2009-08-26,29,1,100,NA,65,50,Yes,
2009-08-26,30,1,100,NA,65,60,Yes,
2009-08-26,31,1,100,NA,55,NA,Yes,
2009-08-26,32,1,100,NA,75,60,Yes,
2009-08-26,33,1,100,NA,50,NA,Yes,
2009-08-26,34,1,100,NA,80,NA,Yes,
2009-08-26,35,1,100,NA,65,NA,Yes,
2009-08-26,36,1,100,NA,50,NA,Yes,
2009-08-26,37,1,100,NA,70,NA,Yes,
2009-08-26,38,1,100,NA,60,NA,Yes,
2009-08-26,39,1,100,NA,95,NA,Yes,
2009-08-26,39,5,100,NA,80,NA,No,
2009-08-26,39,10,100,NA,75,NA,No,
2009-08-26,40,1,100,NA,80,70,Yes,
2009-08-26,42,1,100,NA,75,55,Yes,
2009-08-27,43,1,100,NA,65,40,Yes,
2009-08-27,44,1,75,90,95,50,Yes,
2009-08-27,45,1,100,NA,55,50,Yes,
2009-08-27,46,1,100,NA,60,50,Yes,
2009-08-27,49,1,100,NA,80,50,Yes,
2009-08-27,50,1,100,NA,95,45,Yes,
2009-08-27,51,1,100,NA,75,50,Yes,
2009-08-27,52,1,100,NA,75,45,Yes,
2009-08-27,52,5,NA,NA,100,NA,No,
2009-08-27,53,1,95,NA,100,40,Yes,
2009-08-27,55,1,100,NA,100,50,Yes,
2009-08-27,56,1,100,NA,75,50,Yes,
2009-08-27,59,1,100,NA,70,NA,Yes,
2009-08-27,61,1,100,NA,75,55,Yes,
2009-08-27,62,1,100,NA,85,45,Yes,
2009-08-27,63,1,100,NA,65,70,Yes,
2009-08-27,64,1,100,NA,65,60,Yes,
2009-08-27,65,1,100,NA,90,60,Yes,
2009-08-27,66,1,100,NA,55,25,Yes,
2009-08-27,67,1,100,NA,95,50,Yes,
2009-08-27,68,1,100,NA,65,50,Yes,
2009-08-27,68,5,45,NA,100,NA,No,
